channel_id,category_id,channel_name,channel_name_en,channel_image,channel_url,channel_referer,channel_agent,channel_origin,need_vpn,for_iran,popular,isvip,category_name,category_name_en,channel_headers,sourses
66,16,اکسیر فارسی,Oxir,1782140219660.png,https://hls.oxir.live/hls/stream.m3u8,https://oxir.live/,,,0,1,6480283,0,فیلم و سریال,Movies & Series,,"[{'ID': 568, 'title': 'سرورمناسب ایران1', 'channel_url': 'https://cp12.adabmedia.com/hls/oxir/stream.m3u8', 'channel_referer': 'https://mytvsat.tv', 'channel_origin': '', 'country': 'iran', 'isvip': 0, 'channel_headers': None}, {'ID': 570, 'title': 'سرورمناسب ایران۲', 'channel_url': 'http://46.245.122.7:8080/hls/oxir/stream.m3u8', 'channel_referer': 'https://mytvsat.tv', 'channel_origin': '', 'country': 'iran', 'isvip': 0, 'channel_headers': None}, {'ID': 475, 'title': 'سرورمناسب خارج1', 'channel_url': 'https://hls.oxir.live/hls/stream.m3u8', 'channel_referer': 'https://oxir.live/', 'channel_origin': '', 'country': 'worldwide', 'isvip': 0, 'channel_headers': None}]"
898,16,آی سی نت1,icnet 1,1784750424337.jpg,https://icnet1hls.wns.live/hls/stream.m3u8,,,,1,1,6458416,0,فیلم و سریال,Movies & Series,,[]
899,14,آی سی نت2,icnet 2,1784750516887.jpg,https://icnet2hls.wns.live/hls/stream.m3u8,,,,1,1,6458416,0,مذهبی,Religious,,[]
900,16,آی سی نت3,icnet 3,1784750424337.jpg,https://ic3hls.wns.live/hls/stream.m3u8,,,,1,1,6458416,0,فیلم و سریال,Movies & Series,,[]
197,5,پرشیانا اسپورت 1,Persiana Sport 1,1782140219669.jpg,https://river.ardanmi.com/live/vQTAfWoWbAb1TR1c4res9Q__/master.m3u8,http://salintv.com/,,http://salintv.com,0,1,6443622,0,ورزشی,Sports,,"[{'ID': 529, 'title': 'سرور 5', 'channel_url': 'https://gemtv.ardanmi.com/live/vQTAfWoWbAb1TR1c4res9Q__/master.m3u8', 'channel_referer': 'http://salintv.com/', 'channel_origin': 'http://salintv.com', 'country': 'worldwide', 'isvip': 0, 'channel_headers': None}, {'ID': 530, 'title': 'سرور 6', 'channel_url': 'https://gemextra.tamashaland.com/live/5S5Wt2oXCw8_dPJ32SnWSw__/master.m3u8', 'channel_referer': 'https://salmal1000.com/', 'channel_origin': 'https://salmal1000.com', 'country': 'worldwide', 'isvip': 0, 'channel_headers': None}, {'ID': 47, 'title': 'سرور2', 'channel_url': 'https://per-sp-server-app.tabestani.com/live/Sc4bza0mjeMIpu4nn6DrHg__/master.m3u8', 'channel_referer': 'http://salintv.com/', 'channel_origin': 'http://salintv.com', 'country': 'worldwide', 'isvip': 0, 'channel_headers': None}, {'ID': 896, 'title': 'سرورخارج', 'channel_url': 'https://gg.hls2.xyz/live/Persiana%20Sports/playlist.m3u8', 'channel_referer': 'https://www.aparatchii.com/', 'channel_origin': 'https://www.aparatchii.com', 'country': 'worldwide', 'isvip': 0, 'channel_headers': None}, {'ID': 644, 'title': 'سرورخارج2', 'channel_url': 'https://shabake3.bitaneshan.com/live/fkgu__Pt_LW6iumy848EYQ__/master.m3u8', 'channel_referer': 'https://salmal1000.com/', 'channel_origin': 'https://salmal1000.com', 'country': 'worldwide', 'isvip': 0, 'channel_headers': None}, {'ID': 46, 'title': 'سرورمناسب ایران۱', 'channel_url': 'https://cp11.adabmedia.com/hls2/persiana.m3u8', 'channel_referer': '', 'channel_origin': '', 'country': 'iran', 'isvip': 0, 'channel_headers': None}]"
198,5,پرشیانا اسپورت 2,Persiana Sport 2,1782140219670.png,https://serversecond.ardanmi.com/live/YavvmpVcljm7IIlOrHqr_w__/master.m3u8,https://salmal1000.com/,,https://salmal1000.com,0,1,6443621,0,ورزشی,Sports,,"[{'ID': 575, 'title': 'سرور ۱', 'channel_url': 'https://gemseries.ardanmi.com/live/tQYSGdirmBOdgv_BnYPX7w__/master.m3u8', 'channel_referer': 'https://salmal1000.com/', 'channel_origin': 'https://salmal1000.com', 'country': 'worldwide', 'isvip': 0, 'channel_headers': None}, {'ID': 669, 'title': 'سرورخارج', 'channel_url': 'https://gg.hls2.xyz/live/Persiana%20Sports2/playlist.m3u8', 'channel_referer': 'https://www.aparatchii.com/', 'channel_origin': 'https://www.aparatchii.com', 'country': 'worldwide', 'isvip': 0, 'channel_headers': None}, {'ID': 645, 'title': 'سرورخارج2', 'channel_url': 'https://rubix.ardanmi.com/live/2bS8KpM8CjujNXVc_RrseQ__/master.m3u8', 'channel_referer': 'https://salmal1000.com/', 'channel_origin': 'https://salmal1000.com', 'country': 'worldwide', 'isvip': 0, 'channel_headers': None}]"
199,5,پرشیانا اسپورت 3,Persiana Sport 3,1782140219671.png,https://persia-varzesh3.ardanmi.com/live/E8YWLG_ua8uahNgp9RQPFw__/master.m3u8,https://salmal1000.com/,,https://salmal1000.com,0,1,6443620,0,ورزشی,Sports,,"[{'ID': 897, 'title': 'سرورخارج', 'channel_url': 'https://gg.hls2.xyz/live/Persiana%20Sports3/playlist.m3u8', 'channel_referer': 'https://www.aparatchii.com/', 'channel_origin': 'https://www.aparatchii.com', 'country': 'worldwide', 'isvip': 0, 'channel_headers': None}, {'ID': 646, 'title': 'سرورخارج2', 'channel_url': 'https://persia-varzesh3.ardanmi.com/live/E8YWLG_ua8uahNgp9RQPFw__/master.m3u8', 'channel_referer': 'https://salmal1000.com/', 'channel_origin': 'https://salmal1000.com', 'country': 'worldwide', 'isvip': 0, 'channel_headers': None}]"
219,5,پرشیانا اسپورت 4,Persiana Sport 4,1782140219672.png,https://persia-varzesh4.ardanmi.com/live/rriPKConovyZYqcJW6Av8A__/master.m3u8,https://salmal1000.com/,,https://salmal1000.com,0,1,6443619,0,ورزشی,Sports,,"[{'ID': 898, 'title': 'سرورخارج', 'channel_url': 'https://gg.hls2.xyz/live/Persiana%20Sports4/playlist.m3u8', 'channel_referer': 'https://www.aparatchii.com/', 'channel_origin': 'https://www.aparatchii.com', 'country': 'worldwide', 'isvip': 0, 'channel_headers': None}, {'ID': 648, 'title': 'سرورخارج2', 'channel_url': 'https://persia-varzesh4.ardanmi.com/live/rriPKConovyZYqcJW6Av8A__/master.m3u8', 'channel_referer': 'https://salmal1000.com/', 'channel_origin': 'https://salmal1000.com', 'country': 'worldwide', 'isvip': 0, 'channel_headers': None}]"
800,16,ای سی سی پلاس,ICC +,1782140219571.png,https://icchls.wns.live/hls/stream.m3u8,https://onetv202.app,,,0,1,6434010,0,فیلم و سریال,Movies & Series,,"[{'ID': 380, 'title': 'سرورمناسب ایران۱', 'channel_url': 'https://cp12.adabmedia.com/hls/icc/stream.m3u8', 'channel_referer': 'https://mytvsat.tv/', 'channel_origin': '', 'country': 'iran', 'isvip': 0, 'channel_headers': None}, {'ID': 477, 'title': 'سرورمناسب ایران۲', 'channel_url': 'http://46.245.122.7:8080/hls/icc/stream.m3u8', 'channel_referer': 'https://mytvsat.tv/', 'channel_origin': '', 'country': 'iran', 'isvip': 0, 'channel_headers': None}, {'ID': 391, 'title': 'سرورمناسب خارج۱', 'channel_url': 'https://icchls.wns.live/hls/stream.m3u8', 'channel_referer': 'https://icc.wns.live/', 'channel_origin': '', 'country': 'worldwide', 'isvip': 0, 'channel_headers': None}, {'ID': 392, 'title': 'سرورمناسب خارج۲', 'channel_url': 'https://ca.onetvapi.win:8443/icchls.wns.live/hls/stream.m3u8?token=onetv202', 'channel_referer': 'https://icchls.wns.live/', 'channel_origin': '', 'country': 'worldwide', 'isvip': 0, 'channel_headers': None}]"
659,20,جم کلاسیک,Gem Classic,1782140219540.png,http://46.245.122.7:8080/hls/gmcl/stream.m3u8,https://mytvsat.tv,,,0,1,5952235,0,شبکه های جم,GEM TV Networks,,"[{'ID': 917, 'title': 'سرورخارج', 'channel_url': 'https://gg.hls2.xyz/live/IR%20-%20GEM%20CLASSIC2/playlist.m3u8', 'channel_referer': 'https://www.aparatchii.com/', 'channel_origin': 'https://www.aparatchii.com', 'country': 'worldwide', 'isvip': 0, 'channel_headers': None}, {'ID': 598, 'title': 'سرورمناسب ایران', 'channel_url': 'https://cp12.adabmedia.com/hls/gmcl/stream.m3u8', 'channel_referer': 'https://mytvsat.tv', 'channel_origin': '', 'country': 'iran', 'isvip': 0, 'channel_headers': None}, {'ID': 599, 'title': 'سرورمناسب خارج', 'channel_url': 'https://northtelecom.b-cdn.net/GEMCLASSIC/1_1001_Video.m3u8', 'channel_referer': 'https://northtelecom.b-cdn.net', 'channel_origin': '', 'country': 'worldwide', 'isvip': 0, 'channel_headers': '{\\n  \\""Cookie\\"": \\""bunny_shield_id_143617=46488e452be444119ed2a932a1e6f2c9\\"",\\n  \\""Accept\\"": \\""application\\/vnd.apple.mpegurl, application\\/x-mpegURL, *\\/*\\"",\\n  \\""Accept-Language\\"": \\""en-US,en;q=0.5\\"",\\n  \\""Sec-Fetch-Dest\\"": \\""empty\\"",\\n  \\""Sec-Fetch-Mode\\"": \\""cors\\"",\\n  \\""Sec-Fetch-Site\\"": \\""cross-site\\""\\n}'}]"
617,16,اس ال تی‌وی 1,SL1 TV,1782140219633.png,https://slonehls.wns.live/hls/stream.m3u8,https://tamashaland.com/,,,0,1,5890605,0,فیلم و سریال,Movies & Series,,"[{'ID': 431, 'title': 'سرور 1', 'channel_url': 'https://slonehls.wns.live/hls/stream.m3u8', 'channel_referer': 'https://slone.wns.live/', 'channel_origin': '', 'country': 'worldwide', 'isvip': 0, 'channel_headers': None}, {'ID': 432, 'title': 'سرور 2', 'channel_url': 'https://piraxy.tamashaland.com/cors?url=https://slonehls.wns.live/hls/stream.m3u8', 'channel_referer': 'https://tamashaland.com/', 'channel_origin': '', 'country': 'worldwide', 'isvip': 0, 'channel_headers': None}]"
285,1,آوا فمیلی,AVA Family,1782140219495.jpg,https://familyhls.avatv.live/hls/stream.m3u8,https://avatv.live/,,,0,1,5744753,0,سرگرمی,Entertainment,,"[{'ID': 136, 'title': 'سرور1', 'channel_url': 'https://familyhls.avatv.live/hls/stream.m3u8', 'channel_referer': 'https://avatv.live/', 'channel_origin': '', 'country': 'iran', 'isvip': 0, 'channel_headers': None}, {'ID': 137, 'title': 'سرور2', 'channel_url': 'https://ca-rt.onetvapi.win:8443/AVAFamily/index-0.m3u8?token=onetv202', 'channel_referer': 'https://onetv202.app', 'channel_origin': '', 'country': 'worldwide', 'isvip': 0, 'channel_headers': None}]"
279,1,آی تی ان,ITN,1782140219631.png,https://itnhls.wns.live/hls/stream.m3u8,https://tvitn.com/,,,0,1,5270168,0,سرگرمی,Entertainment,,"[{'ID': 424, 'title': 'سرور1', 'channel_url': 'https://itnhls.wns.live/hls/stream.m3u8', 'channel_referer': 'https://tvitn.com/', 'channel_origin': '', 'country': 'worldwide', 'isvip': 0, 'channel_headers': None}, {'ID': 423, 'title': 'سرورمناسب ایران۱', 'channel_url': 'https://cp12.adabmedia.com/hls/itn/stream.m3u8', 'channel_referer': 'https://mytvsat.tv/', 'channel_origin': 'https://mytvsat.tv/', 'country': 'iran', 'isvip': 0, 'channel_headers': None}, {'ID': 425, 'title': 'سرورمناسب ایران۲', 'channel_url': 'http://46.245.122.7:8080/hls/itn/stream.m3u8', 'channel_referer': 'https://mytvsat.tv', 'channel_origin': '', 'country': 'iran', 'isvip': 0, 'channel_headers': None}]"
155,18,پی ام سی,PMC,1782140219453.jpg,https://10g.vitarani.com/live/G3WICIjinmHWzrCDE4hxdQ__/master.m3u8,https://salmal1000.com/,,https://salmal1000.com,0,1,5221872,0,موزیک,Music,,"[{'ID': 128, 'title': 'سرورمناسب ایران۱', 'channel_url': 'https://cp12.adabmedia.com/hls/pm30/stream.m3u8', 'channel_referer': 'https://mytvsat.tv/', 'channel_origin': 'https://mytvsat.tv', 'country': 'iran', 'isvip': 0, 'channel_headers': None}, {'ID': 480, 'title': 'سرورمناسب ایران۲', 'channel_url': 'http://46.245.122.7:8080/hls/pm30/stream.m3u8', 'channel_referer': 'https://mytvsat.tv', 'channel_origin': 'https://mytvsat.tv', 'country': 'iran', 'isvip': 0, 'channel_headers': None}, {'ID': 129, 'title': 'سرورمناسب خارج۱', 'channel_url': 'https://10g.vitarani.com/live/G3WICIjinmHWzrCDE4hxdQ__/master.m3u8', 'channel_referer': 'https://salmal1000.com/', 'channel_origin': 'https://salmal1000.com', 'country': 'worldwide', 'isvip': 0, 'channel_headers': None}, {'ID': 481, 'title': 'سرورمناسب خارج۲', 'channel_url': 'https://pmchls.wns.live/hls/stream.m3u8', 'channel_referer': '', 'channel_origin': '', 'country': 'worldwide', 'isvip': 0, 'channel_headers': None}, {'ID': 482, 'title': 'سرورمناسب خارج۳', 'channel_url': 'https://ca-rt.onetv.app:8443/PMCMusic/index-0.m3u8?token=onetv202', 'channel_referer': 'https://onetv202.app', 'channel_origin': '', 'country': 'worldwide', 'isvip': 0, 'channel_headers': None}]"
193,18,سان موریک,Sun Music,1782140219575.jpg,https://hls.sunmusic.live/hls/stream.m3u8,,,,0,1,5210287,0,موزیک,Music,,"[{'ID': 398, 'title': 'سرورمناسب ایران۱', 'channel_url': 'https://cp12.adabmedia.com/hls/smusic/stream.m3u8', 'channel_referer': 'https://mytvsat.tv/', 'channel_origin': '', 'country': 'iran', 'isvip': 0, 'channel_headers': None}, {'ID': 483, 'title': 'سرورمناسب ایران۲ ', 'channel_url': 'http://46.245.122.7:8080/hls/smusic/stream.m3u8', 'channel_referer': 'https://mytvsat.tv', 'channel_origin': '', 'country': 'iran', 'isvip': 0, 'channel_headers': None}, {'ID': 400, 'title': 'سرورمناسب خارج۱', 'channel_url': 'https://hls.sunmusic.live/hls/stream.m3u8', 'channel_referer': 'https://sunmusic.live/', 'channel_origin': '', 'country': 'worldwide', 'isvip': 0, 'channel_headers': None}, {'ID': 401, 'title': 'سرورمناسب خارج۲', 'channel_url': 'https://ca.onetvapi.win:8443/hls.sunmusic.live/hls/stream.m3u8?token=onetv202', 'channel_referer': 'https://onetv202.app', 'channel_origin': '', 'country': 'worldwide', 'isvip': 0, 'channel_headers': None}]"
779,20,جم نیچر,Gem Nature,1782140219555.png,https://gems1.ardanmi.com/live/zboEg8jrQiNpGbtpGIfqvQ__/master.m3u8,https://salmal1000.com/,,https://salmal1000.com,0,1,4849833,0,شبکه های جم,GEM TV Networks,,"[{'ID': 920, 'title': 'سرورخارج', 'channel_url': 'https://gg.hls2.xyz/live/Gem-Nature/playlist.m3u8', 'channel_referer': 'https://www.aparatchii.com/', 'channel_origin': 'https://www.aparatchii.com', 'country': 'worldwide', 'isvip': 0, 'channel_headers': None}, {'ID': 782, 'title': 'سرورخارج2', 'channel_url': 'https://gems1.ardanmi.com/live/zboEg8jrQiNpGbtpGIfqvQ__/master.m3u8', 'channel_referer': 'https://salmal1000.com/', 'channel_origin': 'https://salmal1000.com', 'country': 'worldwide', 'isvip': 0, 'channel_headers': None}]"
16,2,شبکه خبر,Shabake Khabar,1782140219699.png,https://ncdn.telewebion.ir/irinn/live/playlist.m3u8,https://telewebion.ir/,,,0,1,4507591,0,سراسری,National,,[]
378,18,ام تی سی,MTC,1782140219647.jpg,https://mtchls.wns.live/hls/stream.m3u8,https://mtc.wns.live/,,,0,1,4319014,0,موزیک,Music,,"[{'ID': 402, 'title': 'سرور مناسب ایران ۱', 'channel_url': 'https://cp12.adabmedia.com/hls/mtc/stream.m3u8', 'channel_referer': 'https://mytvsat.tv', 'channel_origin': '', 'country': 'iran', 'isvip': 0, 'channel_headers': None}, {'ID': 555, 'title': 'سرورمناسب ایران۲', 'channel_url': 'http://46.245.122.7:8080/hls/mtc/stream.m3u8', 'channel_referer': 'https://mytvsat.tv', 'channel_origin': '', 'country': 'iran', 'isvip': 0, 'channel_headers': None}, {'ID': 556, 'title': 'سرورمناسب خارج۱', 'channel_url': 'https://mtchls.wns.live/hls/stream.m3u8', 'channel_referer': 'https://mtc.wns.live/', 'channel_origin': '', 'country': 'worldwide', 'isvip': 0, 'channel_headers': None}]"
405,16,آوا سریس,AVA Series,1782140219496.png,https://10g.vitarani.com/live/j_fHB9WUAwH2PXnoAsnEDw__/master.m3u8,https://salmal1000.com/,,https://salmal1000.com/,0,1,4205888,0,فیلم و سریال,Movies & Series,,"[{'ID': 484, 'title': 'سرور 3', 'channel_url': 'https://ca.onetvapi.win:8443/avaserieshls.wns.live/hls/stream.m3u8?token=onetv202', 'channel_referer': '', 'channel_origin': '', 'country': 'iran', 'isvip': 0, 'channel_headers': None}, {'ID': 414, 'title': 'سرور ۱', 'channel_url': 'https://avaserieshls.wns.live/hls/stream.m3u8', 'channel_referer': 'https://avaseries.wns.live/', 'channel_origin': '', 'country': 'worldwide', 'isvip': 0, 'channel_headers': None}, {'ID': 650, 'title': 'سرورخارج2', 'channel_url': 'https://10g.vitarani.com/live/j_fHB9WUAwH2PXnoAsnEDw__/master.m3u8', 'channel_referer': 'https://salmal1000.com/', 'channel_origin': 'https://salmal1000.com/', 'country': 'worldwide', 'isvip': 0, 'channel_headers': None}]"
23,2,آی فیلم ۲,Ifilm 2,1782140219696.png,https://live.presstv.ir/hls/ifilm2.m3u8,http://fa2.ifilmtv.ir/,,,0,1,3849900,0,سراسری,National,,[]
708,21,تی‌وی ۸,TV8,1782140219771.png,https://rkhubpaomb.turknet.ercdn.net/fwjkgpasof/tv8/tv8.m3u8,,,,0,1,3820752,0,ترکی,Turkish,,[]
699,21,شو تی‌وی,Show TV,1782140219715.png,https://ciner.daioncdn.net/showtv/showtv.m3u8?ce=3&app=4bc856ef-4c68-4a94-bc87-37dfaaa66558,,,,0,1,3819752,0,ترکی,Turkish,,[]
696,21,استار تی‌وی,Star Tv,1782140219722.png,https://dogus.daioncdn.net/startv/startv_720p.m3u8?app=startv_web&ce=3,,,,0,1,3603165,0,ترکی,Turkish,,[]
149,20,روبیکس پلاس,RUBIX TV +,1782140219685.png,https://10g.vitarani.com/live/imwYENt45PbZthaLBZgNqg__/master.m3u8,https://salmal1000.com/,,https://salmal1000.com,0,1,3600248,0,شبکه های جم,GEM TV Networks,,"[{'ID': 762, 'title': 'سرورخارج', 'channel_url': 'https://gg.hls2.xyz/live/IR%20-%20GEM%20Rubix%20Plus2/playlist.m3u8', 'channel_referer': 'https://www.aparatchii.com/', 'channel_origin': 'https://www.aparatchii.com', 'country': 'worldwide', 'isvip': 0, 'channel_headers': None}, {'ID': 718, 'title': 'سرورخارج2', 'channel_url': 'https://10g.vitarani.com/live/imwYENt45PbZthaLBZgNqg__/master.m3u8', 'channel_referer': 'https://salmal1000.com/', 'channel_origin': 'https://salmal1000.com', 'country': 'worldwide', 'isvip': 0, 'channel_headers': None}]"
442,16,داتیس تی‌وی,DarisTV,1782140219412.jpg,https://ronhls.wns.live/hls/stream.m3u8,https://ronix.wns.live/,,,0,1,3550273,0,فیلم و سریال,Movies & Series,,[]
793,16,متا فیلم,Meta Film,1782140219642.png,https://metafilmhls.wns.live/hls/stream.m3u8,https://metafilm.wns.live/,,,0,1,3380973,0,فیلم و سریال,Movies & Series,,"[{'ID': 389, 'title': 'سرور 1', 'channel_url': 'https://metafilmhls.wns.live/hls/stream.m3u8', 'channel_referer': 'https://metafilmhls.wns.live/', 'channel_origin': '', 'country': 'worldwide', 'isvip': 0, 'channel_headers': None}, {'ID': 390, 'title': 'سرور 2', 'channel_url': 'https://piraxy.tamashaland.com/cors?url=https://metafilmhls.wns.live/hls/stream.m3u8', 'channel_referer': 'https://metafilmhls.wns.live/', 'channel_origin': '', 'country': 'worldwide', 'isvip': 0, 'channel_headers': None}, {'ID': 485, 'title': 'سرور 3', 'channel_url': 'https://ca.onetvapi.win:8443/metafilmhls.wns.live/hls/stream.m3u8?token=onetv202', 'channel_referer': '', 'channel_origin': '', 'country': 'iran', 'isvip': 0, 'channel_headers': None}]"
508,18,تی ۲ تی‌وی,T2 tv,1782140219724.png,https://t2hls.wns.live/hls/stream.m3u8,https://t2.wns.live/,,,0,1,3271372,0,موزیک,Music,,"[{'ID': 486, 'title': 'سرور 1', 'channel_url': 'https://ca.onetvapi.win:8443/t2hls.wns.live/hls/stream.m3u8?token=onetv202', 'channel_referer': '', 'channel_origin': '', 'country': 'iran', 'isvip': 0, 'channel_headers': None}, {'ID': 594, 'title': 'سرور 2', 'channel_url': 'https://maxtvhls.wns.live/hls/stream.m3u8', 'channel_referer': '', 'channel_origin': '', 'country': 'worldwide', 'isvip': 0, 'channel_headers': None}]"
474,16,اف ایکس مووی,Fx Movies,1782140219436.png,https://fxtvhls.wns.live/hls/stream.m3u8,https://fxtv.wns.live/,,,0,1,3122209,0,فیلم و سریال,Movies & Series,,"[{'ID': 230, 'title': 'سرور 3', 'channel_url': 'https://ca.onetvapi.win:8443/fxtvhls.wns.live/hls/stream.m3u8?token=onetv202', 'channel_referer': 'https://onetvapi.win', 'channel_origin': '', 'country': 'worldwide', 'isvip': 0, 'channel_headers': None}, {'ID': 138, 'title': 'سرور1', 'channel_url': 'https://fxtvhls.wns.live/hls/stream.m3u8', 'channel_referer': 'https://fxtv1.wns.live/', 'channel_origin': '', 'country': 'worldwide', 'isvip': 0, 'channel_headers': None}, {'ID': 139, 'title': 'سرور2', 'channel_url': 'https://10g.vitarani.com/live/_Y1zPkxouZ1BH7RFFWwSmA__/master.m3u8', 'channel_referer': 'https://salmal1000.com/', 'channel_origin': 'https://salmal1000.com', 'country': 'worldwide', 'isvip': 0, 'channel_headers': None}, {'ID': 135, 'title': 'سرورمناسب ایران۱', 'channel_url': 'https://cp12.adabmedia.com/hls/fx1/stream.m3u8', 'channel_referer': 'https://mytvsat.tv/', 'channel_origin': '', 'country': 'iran', 'isvip': 0, 'channel_headers': None}, {'ID': 494, 'title': 'سرورمناسب ایران۲', 'channel_url': 'http://46.245.122.7:8080/hls/fx1/stream.m3u8', 'channel_referer': 'https://mytvsat.tv', 'channel_origin': '', 'country': 'iran', 'isvip': 0, 'channel_headers': None}]"
479,4,اف ایکس کارتون,FX Cartoon,1782140219437.png,https://toonixhls.wns.live/hls/stream.m3u8,,,,0,1,3122208,0,کودک و نوجوان,Kids & Teens,,"[{'ID': 125, 'title': 'سرورمناسب ایران۱', 'channel_url': 'https://cp12.adabmedia.com/hls/fx2/stream.m3u8', 'channel_referer': 'https://mytvsat.tv/', 'channel_origin': '', 'country': 'iran', 'isvip': 0, 'channel_headers': None}, {'ID': 495, 'title': 'سرورمناسب ایران۲', 'channel_url': 'http://46.245.122.7:8080/hls/fx2/stream.m3u8', 'channel_referer': '', 'channel_origin': '', 'country': 'iran', 'isvip': 0, 'channel_headers': None}, {'ID': 140, 'title': 'سرورمناسب خارج۱', 'channel_url': 'https://toonixhls.wns.live/hls/stream.m3u8', 'channel_referer': 'https://fxtv2.wns.live/', 'channel_origin': '', 'country': 'worldwide', 'isvip': 0, 'channel_headers': None}, {'ID': 231, 'title': 'سرورمناسب خارج۲', 'channel_url': 'https://ca.onetvapi.win:8443/toonixhls.wns.live/hls/stream.m3u8?token=onetv202', 'channel_referer': 'https://onetvapi.win', 'channel_origin': '', 'country': 'worldwide', 'isvip': 0, 'channel_headers': None}]"
20,2,شبکه تماشا,Shabake Tamasha,1782140219711.png,https://ncdn.telewebion.ir/hdtest/live/playlist.m3u8,,,,0,1,3108692,0,سراسری,National,,[]
224,20,جم آز,Gem Az,1782140219538.png,https://gems1.ardanmi.com/live/XlSHi3pK494U1AfMijKU0Q__/master.m3u8,https://salmal1000.com/,,https://salmal1000.com,0,1,3036594,0,شبکه های جم,GEM TV Networks,,[]
154,1,فوریو فمیلی,4U Family,1782140219464.png,https://familyhls.4utv.live/hls/stream.m3u8,https://family.4utv.live/,,,0,1,2952053,0,سرگرمی,Entertainment,,"[{'ID': 487, 'title': 'سرور 2', 'channel_url': 'https://ca.onetvapi.win:8443/familyhls.4utv.live/hls/stream.m3u8?token=onetv202', 'channel_referer': '', 'channel_origin': '', 'country': 'iran', 'isvip': 0, 'channel_headers': None}, {'ID': 367, 'title': 'سرور۱', 'channel_url': 'https://familyhls.4utv.live/hls/stream.m3u8', 'channel_referer': 'https://familyhls.4utv.live', 'channel_origin': '', 'country': 'worldwide', 'isvip': 0, 'channel_headers': None}]"
480,16,ایران نما,Iran Nama,1782140219579.png,https://iran613hls.wns.live/hls/stream.m3u8,https://iran613.wns.live,,,1,1,2924650,0,فیلم و سریال,Movies & Series,,[]
145,20,ریور پلاس,RIVER TV +,1782140219558.png,https://10g.vitarani.com/live/xKDXMkJ7qw4cbeBY739Khg__/master.m3u8,https://salmal1000.com/,,https://salmal1000.com,0,1,2830145,0,شبکه های جم,GEM TV Networks,,"[{'ID': 848, 'title': 'سرورخارج', 'channel_url': 'https://gg.hls2.xyz/live/IR%20-%20Gem%20River%20Plus2/playlist.m3u8', 'channel_referer': 'https://www.aparatchii.com/', 'channel_origin': 'https://www.aparatchii.com', 'country': 'worldwide', 'isvip': 0, 'channel_headers': None}, {'ID': 814, 'title': 'سرورخارج2', 'channel_url': 'https://10g.vitarani.com/live/xKDXMkJ7qw4cbeBY739Khg__/master.m3u8', 'channel_referer': 'https://salmal1000.com/', 'channel_origin': 'https://salmal1000.com', 'country': 'worldwide', 'isvip': 0, 'channel_headers': None}]"
541,19,پرشیانا ایرانیان,Persiana Iranian,1782140219426.png,https://irhls.persiana.live/hls/stream.m3u8,https://www.persianagroup.tv/,,,0,1,2763596,0,پرشیانا,Persiana,,[]
153,1,فوریو تی‌وی,4U TV,1782140219472.jpg,https://hls.4utv.live/hls/stream.m3u8,https://4utv.live/,,,0,1,2676657,0,سرگرمی,Entertainment,,"[{'ID': 366, 'title': 'سرور ۱', 'channel_url': 'https://hls.4utv.live/hls/stream.m3u8', 'channel_referer': 'https://4utv.live/', 'channel_origin': '', 'country': 'worldwide', 'isvip': 0, 'channel_headers': None}, {'ID': 488, 'title': 'سرور ۲', 'channel_url': 'https://ca.onetvapi.win:8443/hls.4utv.live/hls/stream.m3u8?token=onetv202', 'channel_referer': '', 'channel_origin': '', 'country': 'iran', 'isvip': 0, 'channel_headers': None}]"
127,3,شبکه سهند,Shabake Sahand,1782140219626.png,https://ncdn.telewebion.ir/sahand/live/playlist.m3u8,,,,0,1,2550668,0,استانی,Regional,,[]
519,19,پرشیانا سینما,Persiana Cinema,1782140219427.png,https://cinehls.persiana.live/hls/stream.m3u8,https://www.persianagroup.tv/,,,0,1,2519332,0,پرشیانا,Persiana,,[]
701,21,کانال دی,Kanal D,1782140219583.png,https://live.duhnet.tv/S2/HLS_LIVE/kanalddainp/playlist.m3u8,,,,0,1,2438484,0,ترکی,Turkish,,[]
119,17,بی بی سی فارسی,BBC Persian,1782140219476.png,https://vs-hls-pushb-ww-live.akamaized.net/x=4/i=urn:bbc:pips:service:bbc_persian_tv/t=3840/v=pv14/b=5070016/main.m3u8,,,,0,1,2395275,0,اخبار,News,,"[{'ID': 747, 'title': 'سرورخارج', 'channel_url': 'https://gg.hls2.xyz/live/BBC-Farsi/playlist.m3u8', 'channel_referer': 'https://www.aparatchii.com/', 'channel_origin': 'https://www.aparatchii.com', 'country': 'worldwide', 'isvip': 0, 'channel_headers': None}, {'ID': 666, 'title': 'سرورخارج2', 'channel_url': 'https://vs-hls-pushb-ww-live.akamaized.net/x=4/i=urn:bbc:pips:service:bbc_persian_tv/t=3840/v=pv14/b=5070016/main.m3u8', 'channel_referer': '', 'channel_origin': '', 'country': 'worldwide', 'isvip': 0, 'channel_headers': None}]"
